raw_path,filename,class_name,class_id,crop,disease,status,orig_width,orig_height,file_size_kb,split,processed_path,target_width,target_height
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_010.jpg,Tomato___healthy_sample_010.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,336,286,20.47,train,processed\train\Tomato___healthy\Tomato___healthy_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___healthy\Tomato___healthy_sample_012.jpg,Tomato___healthy_sample_012.jpg,Tomato___healthy,12,Tomato,None (Healthy),Healthy,358,289,21.94,train,processed\train\Tomato___healthy\Tomato___healthy_sample_012.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_002.jpg,Tomato___Late_blight_sample_002.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,296,351,25.91,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_002.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_004.jpg,Tomato___Late_blight_sample_004.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,345,341,28.84,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_004.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_006.jpg,Tomato___Late_blight_sample_006.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,316,288,23.29,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_006.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_007.jpg,Tomato___Late_blight_sample_007.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,354,333,28.39,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_007.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_008.jpg,Tomato___Late_blight_sample_008.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,349,280,22.96,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_008.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_009.jpg,Tomato___Late_blight_sample_009.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,350,349,28.35,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_009.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_010.jpg,Tomato___Late_blight_sample_010.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,289,322,23.85,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_010.jpg,224,224
J:\AGRISMART_AI\dataset\raw\Tomato___Late_blight\Tomato___Late_blight_sample_011.jpg,Tomato___Late_blight_sample_011.jpg,Tomato___Late_blight,11,Tomato,Late Blight,Diseased,358,299,25.05,train,processed\train\Tomato___Late_blight\Tomato___Late_blight_sample_011.jpg,224,224
