Time,Moisture(%),Temperature(C),Humidity(%),Motor,Raindrop,Object
0:08:46,75,23.8,72,OFF,NO,NOT FOUND
0:08:47,75,23.8,72,OFF,NO,NOT FOUND
0:08:48,75,23.8,72,OFF,NO,NOT FOUND
0:08:49,75,23.8,72,OFF,NO,NOT FOUND
0:08:50,75,23.8,72,OFF,NO,FOUND
0:08:51,74,23.8,72,OFF,NO,FOUND
0:08:52,75,23.8,72,OFF,NO,FOUND
0:08:53,75,23.8,72,OFF,NO,NOT FOUND
0:08:54,75,23.8,72,OFF,NO,NOT FOUND
0:08:55,75,23.8,72,OFF,NO,NOT FOUND
0:08:56,74,23.8,72,OFF,NO,NOT FOUND
0:08:57,75,23.8,72,OFF,NO,NOT FOUND
0:08:58,74,23.8,72,OFF,NO,NOT FOUND
0:09:00,74,23.8,72,OFF,NO,NOT FOUND
0:09:01,74,23.8,72,OFF,NO,NOT FOUND
0:09:02,74,23.8,72,OFF,NO,NOT FOUND
0:09:03,74,23.8,72,OFF,NO,NOT FOUND
0:09:04,74,23.8,72,OFF,NO,NOT FOUND
0:09:05,74,23.8,72,OFF,NO,NOT FOUND
0:09:06,74,23.8,72,OFF,NO,NOT FOUND
0:09:07,74,23.8,72,OFF,NO,FOUND
0:09:08,75,23.8,72,OFF,NO,FOUND
0:09:09,75,23.8,72,OFF,NO,FOUND
0:09:10,74,23.8,72,OFF,NO,FOUND
0:09:11,75,23.8,71,OFF,NO,FOUND
0:09:12,74,23.8,71,OFF,NO,FOUND
0:09:13,74,23.8,71,OFF,NO,NOT FOUND
0:09:15,72,23.8,71,OFF,NO,NOT FOUND
0:09:16,70,23.8,71,OFF,NO,NOT FOUND
0:09:17,68,23.8,71,OFF,NO,NOT FOUND
0:09:18,66,23.8,71,OFF,NO,NOT FOUND
0:09:19,67,23.8,71,OFF,NO,NOT FOUND
0:09:20,67,23.8,71,OFF,NO,FOUND
0:09:21,67,23.8,71,OFF,NO,FOUND
0:09:22,67,23.8,72,OFF,NO,FOUND
0:09:23,67,23.8,72,OFF,NO,FOUND
0:09:24,68,23.8,72,OFF,NO,FOUND
0:09:25,68,23.8,72,OFF,NO,NOT FOUND
0:09:26,68,23.8,72,OFF,NO,NOT FOUND
0:09:27,68,23.8,72,OFF,NO,NOT FOUND
0:09:28,68,23.8,72,OFF,NO,NOT FOUND
0:09:30,69,23.8,72,OFF,NO,NOT FOUND
0:09:31,69,23.8,72,OFF,NO,NOT FOUND
0:09:32,69,23.8,72,OFF,NO,NOT FOUND
0:09:33,69,23.8,71,OFF,NO,NOT FOUND
0:09:34,68,23.8,71,OFF,NO,NOT FOUND
0:09:35,69,23.8,71,OFF,NO,NOT FOUND
0:09:36,69,23.8,71,OFF,NO,NOT FOUND
0:09:37,69,23.8,71,OFF,NO,NOT FOUND
0:09:38,69,23.8,71,OFF,NO,NOT FOUND
0:09:39,68,23.8,71,OFF,NO,NOT FOUND
0:09:40,69,23.8,71,OFF,NO,NOT FOUND
0:09:41,69,23.8,71,OFF,NO,NOT FOUND
0:09:42,69,23.8,71,OFF,NO,NOT FOUND
0:09:43,69,23.8,71,OFF,NO,NOT FOUND
0:09:45,68,23.8,71,OFF,NO,NOT FOUND
0:09:46,69,23.8,71,OFF,NO,NOT FOUND
0:09:47,69,23.8,71,OFF,NO,NOT FOUND
0:09:48,69,23.8,71,OFF,NO,NOT FOUND
0:09:49,69,23.8,71,OFF,NO,NOT FOUND
0:09:50,69,23.8,71,OFF,NO,FOUND
0:09:51,69,23.8,71,OFF,NO,FOUND
0:09:52,69,23.8,71,OFF,NO,FOUND
0:09:53,68,23.8,71,OFF,NO,NOT FOUND
0:09:54,66,23.8,71,OFF,NO,NOT FOUND
0:09:55,63,23.8,71,OFF,NO,NOT FOUND
0:09:56,57,23.8,71,OFF,NO,NOT FOUND
0:09:57,53,23.8,71,OFF,NO,NOT FOUND
0:09:58,50,23.8,71,OFF,NO,FOUND
0:10:00,50,23.8,72,OFF,NO,FOUND
0:10:01,49,23.8,72,OFF,NO,FOUND
0:10:02,50,23.8,72,OFF,NO,NOT FOUND
0:10:03,49,23.8,72,OFF,NO,NOT FOUND
0:10:04,49,23.8,72,OFF,NO,NOT FOUND
0:10:05,49,23.8,72,OFF,NO,NOT FOUND
0:10:06,49,23.8,72,OFF,NO,NOT FOUND
0:10:07,49,23.8,72,OFF,NO,FOUND
0:10:08,49,23.8,72,OFF,NO,FOUND
0:10:09,43,23.8,72,OFF,NO,FOUND
0:10:10,41,23.8,72,OFF,NO,FOUND
0:10:11,40,23.8,72,OFF,NO,FOUND
0:10:12,40,23.8,72,OFF,NO,FOUND
0:10:13,40,23.8,72,OFF,NO,NOT FOUND
0:10:15,40,23.8,72,OFF,NO,NOT FOUND
0:10:16,40,23.8,72,OFF,NO,NOT FOUND
0:10:17,40,23.8,72,OFF,NO,NOT FOUND
0:10:18,40,23.8,72,OFF,NO,NOT FOUND
0:10:19,40,23.8,72,OFF,NO,FOUND
0:10:20,40,23.8,72,OFF,NO,FOUND
0:10:21,40,23.8,72,OFF,NO,FOUND
0:10:22,39,23.8,72,ON,NO,NOT FOUND
0:10:23,37,23.8,72,ON,NO,NOT FOUND
0:10:24,36,23.8,72,ON,NO,NOT FOUND
0:10:25,36,23.8,72,ON,NO,NOT FOUND
0:10:26,36,23.8,72,ON,NO,NOT FOUND
0:10:27,35,23.8,72,ON,NO,NOT FOUND
0:10:28,36,23.8,72,ON,NO,FOUND
0:10:30,36,23.8,72,ON,NO,FOUND
0:10:31,36,23.8,72,ON,NO,FOUND
0:10:32,37,23.8,72,ON,NO,FOUND
0:10:33,33,23.8,72,ON,NO,FOUND
0:10:34,32,23.8,72,ON,NO,NOT FOUND
0:10:35,34,23.8,72,ON,NO,NOT FOUND
0:10:36,57,23.8,72,ON,NO,NOT FOUND
0:10:37,79,23.8,72,ON,NO,NOT FOUND
0:10:38,58,23.8,72,ON,NO,NOT FOUND
0:10:39,64,23.8,72,ON,NO,NOT FOUND
0:10:40,67,23.8,72,ON,NO,NOT FOUND
0:10:41,74,23.8,72,ON,NO,NOT FOUND
0:10:42,70,24.1,72,ON,NO,NOT FOUND
0:10:43,76,24.1,72,ON,NO,NOT FOUND
0:10:45,72,24.1,72,ON,NO,NOT FOUND
0:10:46,77,24.1,72,ON,NO,NOT FOUND
0:10:47,76,24.1,72,ON,NO,FOUND
0:10:48,74,24.1,72,ON,NO,FOUND
0:10:49,79,24.1,72,ON,NO,FOUND
0:10:50,77,24.1,72,ON,NO,FOUND
0:10:51,84,24.1,72,OFF,NO,NOT FOUND
0:10:52,87,24.1,72,OFF,NO,NOT FOUND
0:10:53,87,24.8,71,OFF,NO,NOT FOUND
0:10:54,87,24.8,71,OFF,NO,NOT FOUND
0:10:55,88,24.8,71,OFF,NO,NOT FOUND
0:10:56,88,24.8,71,OFF,NO,NOT FOUND
0:10:57,88,24.8,71,OFF,NO,NOT FOUND
0:10:58,87,25.8,69,OFF,NO,NOT FOUND
0:10:59,86,25.8,69,OFF,NO,FOUND
0:11:00,86,25.8,69,OFF,NO,FOUND
0:11:01,87,25.8,69,OFF,NO,FOUND
0:11:02,87,25.8,69,OFF,NO,NOT FOUND
0:11:03,87,26.7,68,OFF,NO,NOT FOUND
0:11:04,87,26.7,68,OFF,NO,NOT FOUND
0:11:05,87,26.7,68,OFF,NO,NOT FOUND
0:11:06,88,26.7,68,OFF,NO,NOT FOUND
0:11:07,88,26.7,68,OFF,NO,NOT FOUND
0:11:08,88,27.6,66,OFF,NO,FOUND
0:11:09,87,27.6,66,OFF,NO,FOUND
0:11:10,88,27.6,66,OFF,NO,FOUND
0:11:11,88,27.6,66,OFF,NO,FOUND
0:11:12,87,27.6,66,OFF,NO,FOUND
0:11:13,88,28.8,60,OFF,NO,FOUND
0:11:15,87,28.8,60,OFF,NO,NOT FOUND
0:11:16,87,28.8,60,OFF,NO,NOT FOUND
0:11:17,87,28.8,60,OFF,NO,NOT FOUND
0:11:18,87,28.8,60,OFF,NO,NOT FOUND
0:11:19,86,29.3,59,OFF,NO,NOT FOUND
0:11:20,86,29.3,59,OFF,NO,FOUND
0:11:21,86,29.3,59,OFF,NO,FOUND
0:11:22,86,29.3,59,OFF,NO,FOUND
0:11:23,86,29.3,59,OFF,NO,NOT FOUND
0:11:24,86,29.8,57,OFF,NO,NOT FOUND
0:11:25,85,29.8,57,OFF,NO,NOT FOUND
0:11:26,86,29.8,57,OFF,NO,NOT FOUND
0:11:27,86,29.8,57,OFF,NO,NOT FOUND
0:11:28,86,29.8,57,OFF,NO,NOT FOUND
0:11:30,86,30.2,56,OFF,NO,NOT FOUND
0:11:31,86,30.2,56,OFF,NO,NOT FOUND
0:11:32,86,30.2,56,OFF,NO,NOT FOUND
0:11:33,86,30.2,56,OFF,NO,NOT FOUND
0:11:34,86,30.2,56,OFF,NO,NOT FOUND
0:11:35,87,30.8,55,OFF,NO,NOT FOUND
0:11:36,86,30.8,55,OFF,NO,FOUND
0:11:37,87,30.8,55,OFF,NO,FOUND
0:11:38,86,30.8,55,OFF,NO,FOUND
0:11:39,86,30.8,55,OFF,NO,NOT FOUND
0:11:40,86,31.3,54,OFF,NO,NOT FOUND
0:11:41,85,31.3,54,OFF,NO,NOT FOUND
0:11:42,85,31.3,54,OFF,NO,NOT FOUND
0:11:43,85,31.3,54,OFF,NO,NOT FOUND
0:11:45,85,31.3,54,OFF,NO,NOT FOUND
0:11:46,84,31.3,54,OFF,NO,NOT FOUND
0:11:47,83,31.3,54,OFF,NO,NOT FOUND
0:11:48,83,31.3,54,OFF,NO,NOT FOUND
0:11:49,82,31.3,54,OFF,NO,NOT FOUND
0:11:50,82,31.3,54,OFF,NO,NOT FOUND
0:11:51,82,31.5,54,OFF,NO,NOT FOUND
0:11:52,82,31.5,54,OFF,NO,NOT FOUND
0:11:53,82,31.5,54,OFF,NO,NOT FOUND
0:11:54,82,31.5,54,OFF,NO,NOT FOUND
0:11:55,82,31.5,54,OFF,NO,NOT FOUND
0:11:56,81,31.8,53,OFF,NO,NOT FOUND
0:11:57,79,31.8,53,OFF,NO,NOT FOUND
0:11:58,78,31.8,53,OFF,NO,NOT FOUND
0:12:00,78,31.8,53,OFF,NO,NOT FOUND
0:12:01,78,31.8,53,OFF,NO,NOT FOUND
0:12:02,78,31.8,53,OFF,NO,NOT FOUND
0:12:03,77,31.8,53,OFF,NO,NOT FOUND
0:12:04,78,31.8,53,OFF,NO,NOT FOUND
0:12:05,78,31.8,53,OFF,NO,NOT FOUND
0:12:06,78,31.8,53,OFF,NO,NOT FOUND
0:12:07,78,31.8,53,OFF,NO,FOUND
0:12:08,78,31.8,53,OFF,NO,FOUND
0:12:09,79,31.8,53,OFF,NO,FOUND
0:12:10,78,31.8,53,OFF,NO,NOT FOUND
0:12:11,77,31.8,53,OFF,NO,NOT FOUND
0:12:12,78,31.8,52,OFF,NO,NOT FOUND
0:12:13,77,31.8,52,OFF,NO,NOT FOUND
0:12:15,77,31.8,52,OFF,NO,NOT FOUND
0:12:16,76,31.8,52,OFF,NO,NOT FOUND
0:12:17,74,31.8,52,OFF,NO,NOT FOUND
0:12:18,74,31.8,52,OFF,NO,NOT FOUND
0:12:19,74,31.8,52,OFF,NO,NOT FOUND
0:12:20,73,31.8,52,OFF,NO,NOT FOUND
0:12:21,73,31.8,52,OFF,NO,NOT FOUND
0:12:22,72,31.8,52,OFF,NO,NOT FOUND
0:12:23,72,31.8,52,OFF,NO,NOT FOUND
0:12:24,70,31.8,52,OFF,NO,NOT FOUND
0:12:25,71,31.8,52,OFF,NO,NOT FOUND
0:12:26,72,31.8,52,OFF,NO,NOT FOUND
0:12:27,72,31.8,52,OFF,NO,NOT FOUND
0:12:28,70,31.8,52,OFF,NO,NOT FOUND
0:12:30,64,31.8,52,OFF,NO,NOT FOUND
0:12:31,59,31.8,52,OFF,NO,NOT FOUND
0:12:32,53,31.8,52,OFF,NO,NOT FOUND
0:12:33,53,31.8,52,OFF,NO,NOT FOUND
0:12:34,66,31.8,52,OFF,NO,NOT FOUND
0:12:35,76,31.8,52,OFF,NO,NOT FOUND
0:12:36,74,31.8,52,OFF,NO,NOT FOUND
0:12:37,71,31.8,52,OFF,NO,NOT FOUND
0:12:38,69,31.8,52,OFF,NO,NOT FOUND
0:12:39,57,31.8,52,OFF,NO,NOT FOUND
0:12:40,48,31.8,52,OFF,NO,NOT FOUND
0:12:41,46,31.8,52,OFF,NO,NOT FOUND
0:12:42,44,31.8,52,OFF,NO,NOT FOUND
0:12:43,53,31.8,52,OFF,NO,NOT FOUND
0:12:45,67,31.8,52,OFF,NO,NOT FOUND
0:12:46,69,31.8,52,OFF,NO,NOT FOUND
0:12:47,54,31.8,52,OFF,NO,NOT FOUND
0:12:48,43,31.8,52,OFF,NO,NOT FOUND
0:12:49,25,31.8,52,ON,NO,NOT FOUND
0:12:50,16,31.8,52,ON,NO,NOT FOUND
0:12:51,24,31.8,52,ON,NO,NOT FOUND
0:12:52,34,31.8,52,ON,NO,NOT FOUND
0:12:53,37,31.8,52,ON,NO,NOT FOUND
0:12:54,39,31.8,52,ON,NO,NOT FOUND
0:12:55,42,31.8,52,ON,NO,NOT FOUND
0:12:56,43,31.8,52,ON,NO,NOT FOUND
0:12:57,46,31.8,52,ON,NO,NOT FOUND
0:12:58,49,31.8,52,ON,NO,NOT FOUND
0:13:00,51,31.8,52,ON,NO,NOT FOUND
0:13:01,53,31.8,51,ON,NO,NOT FOUND
0:13:02,55,31.8,51,ON,NO,NOT FOUND
0:13:03,57,31.8,51,ON,NO,NOT FOUND
0:13:04,59,31.8,51,ON,NO,NOT FOUND
0:13:05,61,31.8,51,ON,NO,NOT FOUND
0:13:06,63,31.8,51,ON,NO,NOT FOUND
0:13:07,65,31.8,51,ON,NO,NOT FOUND
0:13:08,75,31.8,51,ON,NO,NOT FOUND
0:13:09,100,31.8,51,OFF,NO,NOT FOUND
0:13:10,99,31.8,51,OFF,NO,NOT FOUND
0:13:11,96,31.3,51,OFF,NO,NOT FOUND
0:13:12,93,31.3,51,OFF,NO,NOT FOUND
0:13:13,91,31.3,51,OFF,NO,FOUND
0:13:15,91,31.3,51,OFF,NO,FOUND
0:13:16,90,31.3,51,OFF,NO,FOUND
0:13:17,90,31.3,51,OFF,NO,NOT FOUND
0:13:18,89,31.3,51,OFF,NO,NOT FOUND
0:13:19,90,31.3,51,OFF,NO,NOT FOUND
0:13:20,90,31.3,51,OFF,NO,NOT FOUND
0:13:21,90,31.3,51,OFF,NO,NOT FOUND
0:13:22,89,31.3,51,OFF,NO,NOT FOUND
0:13:23,89,31.3,51,OFF,NO,NOT FOUND
0:13:24,90,31.3,51,OFF,NO,NOT FOUND
0:13:25,90,31.3,51,OFF,NO,NOT FOUND
0:13:26,90,31.3,51,OFF,NO,NOT FOUND
0:13:27,90,31.3,51,OFF,NO,NOT FOUND
0:13:28,89,31.3,51,OFF,NO,NOT FOUND
0:13:30,90,31.3,51,OFF,NO,NOT FOUND
0:13:31,90,31.3,51,OFF,NO,NOT FOUND
0:13:32,90,31.3,51,OFF,NO,NOT FOUND
0:13:33,90,31.3,52,OFF,NO,NOT FOUND
0:13:34,89,31.3,52,OFF,NO,NOT FOUND
0:13:35,90,31.3,52,OFF,NO,NOT FOUND
0:13:36,90,31.3,52,OFF,NO,NOT FOUND
0:13:37,89,31.3,52,OFF,NO,FOUND
0:13:38,90,31.3,52,OFF,NO,FOUND
0:13:39,89,31.3,52,OFF,NO,FOUND
0:13:40,90,31.3,52,OFF,NO,FOUND
0:13:41,90,31.3,52,OFF,NO,FOUND
0:13:42,90,31.3,52,OFF,NO,NOT FOUND
0:13:43,90,31.3,54,OFF,NO,NOT FOUND
0:13:45,88,31.3,54,OFF,NO,NOT FOUND
0:13:46,88,31.3,54,OFF,NO,NOT FOUND
0:13:47,88,31.3,54,OFF,NO,NOT FOUND
0:13:48,88,31.3,54,OFF,NO,NOT FOUND
0:13:49,87,30.8,54,OFF,NO,NOT FOUND
0:13:50,87,30.8,54,OFF,NO,NOT FOUND
0:13:51,87,30.8,54,OFF,NO,NOT FOUND
0:13:52,87,30.8,54,OFF,NO,NOT FOUND
0:13:53,87,30.8,54,OFF,NO,NOT FOUND
0:13:54,87,30.8,53,OFF,NO,NOT FOUND
0:13:55,87,30.8,53,OFF,NO,NOT FOUND
0:13:56,87,30.8,53,OFF,NO,NOT FOUND
0:13:57,87,30.8,53,OFF,NO,NOT FOUND
0:13:58,87,30.8,53,OFF,NO,NOT FOUND
0:14:00,86,30.8,53,OFF,NO,NOT FOUND
0:14:01,86,30.8,53,OFF,NO,NOT FOUND
0:14:02,86,30.8,53,OFF,NO,NOT FOUND
0:14:03,85,30.8,53,OFF,NO,NOT FOUND
0:14:04,84,30.8,53,OFF,NO,NOT FOUND
0:14:05,83,30.8,53,OFF,NO,NOT FOUND
0:14:06,82,30.8,53,OFF,NO,NOT FOUND
0:14:07,81,30.8,53,OFF,NO,NOT FOUND
0:14:08,78,30.8,53,OFF,NO,NOT FOUND
0:14:09,76,30.8,53,OFF,NO,NOT FOUND
0:14:10,74,30.8,53,OFF,NO,NOT FOUND
0:14:11,71,30.8,53,OFF,NO,NOT FOUND
0:14:12,71,30.8,53,OFF,NO,NOT FOUND
0:14:13,72,30.8,53,OFF,NO,NOT FOUND
0:14:15,72,30.8,53,OFF,NO,NOT FOUND
0:14:16,71,30.8,53,OFF,NO,NOT FOUND
0:14:17,70,30.8,53,OFF,NO,NOT FOUND
0:14:18,71,30.8,53,OFF,NO,NOT FOUND
0:14:19,72,30.8,53,OFF,NO,NOT FOUND
0:14:20,72,30.8,53,OFF,NO,FOUND
0:14:21,73,30.8,53,OFF,NO,FOUND
0:14:22,72,30.8,53,OFF,NO,FOUND
0:14:23,73,30.8,53,OFF,NO,FOUND
0:14:24,73,30.8,53,OFF,NO,NOT FOUND
0:14:25,73,30.8,53,OFF,NO,NOT FOUND
0:14:26,73,30.3,53,OFF,NO,NOT FOUND
0:14:27,72,30.3,53,OFF,NO,NOT FOUND
0:14:28,73,30.3,53,OFF,NO,NOT FOUND
0:14:30,73,30.3,53,OFF,NO,NOT FOUND
0:14:31,71,30.3,53,OFF,NO,NOT FOUND
0:14:32,67,30.2,53,OFF,NO,NOT FOUND
0:14:33,65,30.2,53,OFF,NO,NOT FOUND
0:14:34,66,30.2,53,OFF,NO,NOT FOUND
0:14:35,66,30.2,53,OFF,NO,NOT FOUND
0:14:36,67,30.2,53,OFF,NO,NOT FOUND
0:14:37,68,30.2,53,OFF,NO,NOT FOUND
0:14:38,69,30.2,53,OFF,NO,NOT FOUND
0:14:39,71,30.2,53,OFF,NO,NOT FOUND
0:14:40,72,30.2,53,OFF,NO,NOT FOUND
0:14:41,72,30.2,53,OFF,NO,NOT FOUND
0:14:42,72,30.2,54,OFF,NO,NOT FOUND
0:14:43,69,30.2,54,OFF,NO,NOT FOUND
0:14:45,67,30.2,54,OFF,NO,NOT FOUND
0:14:46,66,30.2,54,OFF,NO,NOT FOUND
0:14:47,66,30.2,54,OFF,NO,NOT FOUND
0:14:48,66,30.2,54,OFF,NO,NOT FOUND
0:14:49,65,30.2,54,OFF,NO,NOT FOUND
0:14:50,64,30.2,54,OFF,NO,NOT FOUND
0:14:51,62,30.2,54,OFF,NO,NOT FOUND
0:14:52,61,30.2,54,OFF,NO,NOT FOUND
0:14:53,60,30.2,54,OFF,NO,NOT FOUND
0:14:54,58,30.2,54,OFF,NO,NOT FOUND
0:14:55,58,30.2,54,OFF,NO,NOT FOUND
0:14:56,56,30.2,54,OFF,NO,NOT FOUND
0:14:57,56,30.2,54,OFF,NO,NOT FOUND
0:14:58,57,30,54,OFF,NO,NOT FOUND
0:15:00,57,30,54,OFF,NO,NOT FOUND
0:15:01,57,30,54,OFF,NO,NOT FOUND
0:15:02,57,30,54,OFF,NO,NOT FOUND
0:15:03,57,30,54,OFF,NO,NOT FOUND
0:15:04,56,29.8,55,OFF,NO,NOT FOUND
0:15:05,55,29.8,55,OFF,NO,NOT FOUND
0:15:06,53,29.8,55,OFF,NO,NOT FOUND
0:15:07,51,29.8,55,OFF,NO,NOT FOUND
0:15:08,50,29.8,55,OFF,NO,NOT FOUND
0:15:09,49,29.8,55,OFF,NO,NOT FOUND
0:15:10,48,29.8,55,OFF,NO,NOT FOUND
0:15:11,48,29.8,55,OFF,NO,NOT FOUND
0:15:12,47,29.8,55,OFF,NO,NOT FOUND
0:15:13,46,29.8,55,OFF,NO,NOT FOUND
0:15:15,45,29.8,56,OFF,NO,NOT FOUND
0:15:16,42,29.8,56,OFF,NO,NOT FOUND
0:15:17,45,29.8,56,OFF,NO,NOT FOUND
0:15:18,47,29.8,56,OFF,NO,NOT FOUND
0:15:19,49,29.8,56,OFF,NO,NOT FOUND
0:15:20,50,29.8,56,OFF,NO,NOT FOUND
0:15:21,49,29.8,56,OFF,NO,NOT FOUND
0:15:22,48,29.8,56,OFF,NO,NOT FOUND
0:15:23,45,29.8,56,OFF,NO,NOT FOUND
0:15:24,44,29.8,56,OFF,NO,NOT FOUND
0:15:25,42,29.8,56,OFF,NO,NOT FOUND
0:15:26,41,29.8,56,OFF,NO,NOT FOUND
0:15:27,40,29.8,56,OFF,NO,NOT FOUND
0:15:28,39,29.8,56,ON,NO,NOT FOUND
0:15:30,37,29.8,56,ON,NO,NOT FOUND
0:15:31,39,29.3,56,ON,NO,NOT FOUND
0:15:32,40,29.3,56,ON,NO,NOT FOUND
0:15:33,43,29.3,56,ON,NO,NOT FOUND
0:15:34,44,29.3,56,ON,NO,NOT FOUND
0:15:35,46,29.3,56,ON,NO,NOT FOUND
0:15:36,47,29.3,57,ON,NO,NOT FOUND
0:15:37,48,29.3,57,ON,NO,NOT FOUND
0:15:38,51,29.3,57,ON,NO,NOT FOUND
0:15:39,52,29.3,57,ON,NO,NOT FOUND
0:15:40,53,29.3,57,ON,NO,NOT FOUND
0:15:41,54,29.3,57,ON,NO,NOT FOUND
0:15:42,55,29.3,57,ON,NO,NOT FOUND
0:15:43,57,29.3,57,ON,NO,NOT FOUND
0:15:45,57,29.3,57,ON,NO,NOT FOUND
0:15:46,58,29.3,57,ON,NO,NOT FOUND
0:15:47,59,29.3,57,ON,NO,NOT FOUND
0:15:48,59,29.3,57,ON,NO,NOT FOUND
0:15:49,61,29.3,57,ON,NO,NOT FOUND
0:15:50,62,29.3,57,ON,NO,NOT FOUND
0:15:51,62,29.3,57,ON,NO,NOT FOUND
0:15:52,63,29.3,57,ON,NO,NOT FOUND
0:15:53,63,29.3,57,ON,NO,NOT FOUND
0:15:54,65,29.3,57,ON,NO,NOT FOUND
0:15:55,65,29.3,57,ON,NO,NOT FOUND
0:15:56,66,29.3,57,ON,NO,NOT FOUND
0:15:57,67,29.3,57,ON,NO,NOT FOUND
0:15:58,66,29.3,57,ON,NO,NOT FOUND
0:15:59,67,29.3,57,ON,NO,NOT FOUND
0:16:00,68,29.3,57,ON,NO,NOT FOUND
0:16:01,69,29.3,57,ON,NO,NOT FOUND
0:16:02,71,28.9,58,ON,NO,NOT FOUND
0:16:03,71,28.9,58,ON,NO,NOT FOUND
0:16:04,73,28.9,58,ON,NO,NOT FOUND
0:16:05,74,28.9,58,ON,NO,NOT FOUND
0:16:06,75,28.9,58,ON,NO,NOT FOUND
0:16:07,75,28.9,58,ON,NO,NOT FOUND
0:16:08,76,28.9,58,ON,NO,NOT FOUND
0:16:09,77,28.9,58,ON,NO,NOT FOUND
0:16:10,77,28.9,58,ON,NO,NOT FOUND
0:16:11,77,28.9,58,ON,NO,NOT FOUND
0:16:12,78,28.9,58,ON,NO,NOT FOUND
0:16:13,77,28.9,58,ON,NO,NOT FOUND
0:16:15,78,28.9,58,ON,NO,NOT FOUND
0:16:16,79,28.9,58,ON,NO,NOT FOUND
0:16:17,79,28.9,58,ON,NO,NOT FOUND
0:16:18,79,28.9,58,ON,NO,NOT FOUND
0:16:19,79,28.9,58,ON,NO,NOT FOUND
0:16:20,80,28.9,58,OFF,NO,NOT FOUND
0:16:21,84,28.9,58,OFF,NO,NOT FOUND
0:16:22,84,28.9,58,OFF,NO,NOT FOUND
0:16:23,84,28.9,59,OFF,NO,NOT FOUND
0:16:24,83,28.9,59,OFF,NO,NOT FOUND
0:16:25,84,28.9,59,OFF,NO,NOT FOUND
0:16:26,84,28.9,59,OFF,NO,NOT FOUND
0:16:27,84,28.9,59,OFF,NO,NOT FOUND
0:16:28,84,28.9,59,OFF,NO,NOT FOUND
0:16:30,84,28.9,59,OFF,NO,NOT FOUND
0:16:31,84,28.9,59,OFF,NO,FOUND
0:16:32,84,28.9,59,OFF,NO,FOUND
0:16:33,85,28.9,59,OFF,NO,FOUND
0:16:34,85,28.5,59,OFF,NO,FOUND
0:16:35,85,28.5,59,OFF,NO,NOT FOUND
0:16:36,85,28.5,59,OFF,NO,NOT FOUND
0:16:37,86,28.5,59,OFF,NO,NOT FOUND
0:16:38,85,28.5,59,OFF,NO,NOT FOUND
0:16:39,85,28.5,60,OFF,NO,NOT FOUND
0:16:40,85,28.5,60,OFF,NO,NOT FOUND
0:16:41,86,28.5,60,OFF,NO,NOT FOUND
0:16:42,86,28.5,60,OFF,NO,NOT FOUND
0:16:43,86,28.5,60,OFF,NO,NOT FOUND
0:16:45,86,28.5,60,OFF,NO,NOT FOUND
0:16:46,85,28.5,60,OFF,NO,NOT FOUND
0:16:47,85,28.5,60,OFF,NO,NOT FOUND
0:16:48,84,28.5,60,OFF,NO,NOT FOUND
0:16:49,83,28.5,60,OFF,NO,NOT FOUND
0:16:50,82,28.5,60,OFF,NO,NOT FOUND
0:16:51,80,28.5,60,OFF,NO,NOT FOUND
0:16:52,79,28.5,60,OFF,NO,NOT FOUND
0:16:53,78,28.5,60,OFF,NO,NOT FOUND
0:16:54,77,28.5,60,OFF,NO,NOT FOUND
0:16:55,76,28.5,60,OFF,NO,NOT FOUND
0:16:56,74,28.5,60,OFF,NO,NOT FOUND
0:16:57,72,28.5,60,OFF,NO,NOT FOUND
0:16:58,69,28.5,60,OFF,NO,NOT FOUND
0:17:00,67,28.5,60,OFF,NO,NOT FOUND
0:17:01,63,28.5,60,OFF,NO,NOT FOUND
0:17:02,60,28.5,60,OFF,NO,NOT FOUND
0:17:03,58,28.5,60,OFF,NO,NOT FOUND
0:17:04,56,28.5,60,OFF,NO,NOT FOUND
0:17:05,55,28.5,60,OFF,NO,NOT FOUND
0:17:06,54,28.5,61,OFF,NO,NOT FOUND
0:17:07,53,28.5,61,OFF,NO,NOT FOUND
0:17:08,53,28.5,61,OFF,NO,NOT FOUND
0:17:09,52,28.5,61,OFF,NO,NOT FOUND
0:17:10,49,28.5,61,OFF,NO,NOT FOUND
0:17:11,47,28.5,61,OFF,NO,NOT FOUND
0:17:12,43,28.5,61,OFF,NO,NOT FOUND
0:17:13,40,28.5,61,OFF,NO,NOT FOUND
0:17:15,38,28.5,61,ON,NO,NOT FOUND
0:17:16,32,28.5,61,ON,NO,NOT FOUND
0:17:17,33,28.5,61,ON,NO,NOT FOUND
0:17:18,35,28.5,61,ON,NO,NOT FOUND
0:17:19,37,28.5,61,ON,NO,NOT FOUND
0:17:20,39,28.5,61,ON,NO,NOT FOUND
0:17:21,41,28.5,61,ON,NO,NOT FOUND
0:17:22,43,28,61,ON,NO,NOT FOUND
0:17:23,44,28,61,ON,NO,NOT FOUND
0:17:24,46,28,61,ON,NO,FOUND
0:17:25,48,28,61,ON,NO,FOUND
0:17:26,50,28,61,ON,NO,FOUND
0:17:27,51,28,61,ON,NO,FOUND
0:17:28,53,28,61,ON,NO,NOT FOUND
0:17:30,55,28,61,ON,NO,NOT FOUND
0:17:31,57,28,61,ON,NO,NOT FOUND
0:17:32,58,28,61,ON,NO,NOT FOUND
