image,labels,healthy,scab,frog_eye_leaf_spot,rust,powdery_mildew,complex
f54a9546d634d29a.jpg,complex,0,0,0,0,0,1
af6bd4a4c892c559.jpg,healthy,1,0,0,0,0,0
b9ebc0d1c6213abc.jpg,powdery_mildew,0,0,0,0,1,0
97cf66014012f6df.jpg,powdery_mildew,0,0,0,0,1,0
e9c39fa809c7341d.jpg,rust,0,0,0,1,0,0
df20cb23305cd78d.jpg,healthy,1,0,0,0,0,0
dc3524d8876d4f07.jpg,healthy,1,0,0,0,0,0
a5a1dd19795831e6.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a5976e1d847b30c9.jpg,healthy,1,0,0,0,0,0
acc99659863d9f0a.jpg,rust,0,0,0,1,0,0
81a47739c906bda7.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c2cdd3847bb2c136.jpg,scab,0,1,0,0,0,0
fbb0d0c389450bdd.jpg,scab,0,1,0,0,0,0
f5b4ca928ceaaa8a.jpg,complex,0,0,0,0,0,1
ff21e490c668bf05.jpg,scab,0,1,0,0,0,0
b56cc2920d5b197d.jpg,complex,0,0,0,0,0,1
94e183ebcf624e62.jpg,scab,0,1,0,0,0,0
d480c5bd2f3e14f4.jpg,healthy,1,0,0,0,0,0
8ad5953859e948d7.jpg,complex,0,0,0,0,0,1
f785cb9494b818ad.jpg,scab,0,1,0,0,0,0
dfb5a1f0ca428f0a.jpg,scab,0,1,0,0,0,0
f1bd1991c118fc47.jpg,rust,0,0,0,1,0,0
c04e0fa01efae6e3.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
fb5ce1f807c150e2.jpg,scab,0,1,0,0,0,0
e75a82c38fca958c.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
c2e7974c98925ed8.jpg,rust frog_eye_leaf_spot,0,0,1,1,0,0
b00cc7f4c6c3edc1.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
eaa5c70a97f4a42a.jpg,rust,0,0,0,1,0,0
ddcee1528500bd3d.jpg,scab,0,1,0,0,0,0
9eb188d3822f627e.jpg,complex,0,0,0,0,0,1
d0bf8ea5f99c8221.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
d2c9d57a0d626563.jpg,scab,0,1,0,0,0,0
8a9237d6a86ba167.jpg,rust,0,0,0,1,0,0
dbb249c5a9cd44d4.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f584c0c8c5e497b7.jpg,healthy,1,0,0,0,0,0
b532cb60c5e98dc3.jpg,complex,0,0,0,0,0,1
ea3800d4779c7765.jpg,scab,0,1,0,0,0,0
bd6aa615d80fc0cb.jpg,scab,0,1,0,0,0,0
8d5133fd9ca75428.jpg,healthy,1,0,0,0,0,0
f4d22798faa503e4.jpg,scab,0,1,0,0,0,0
fe57c0983120dbb3.jpg,healthy,1,0,0,0,0,0
c0cd1f011f5e5a3e.jpg,healthy,1,0,0,0,0,0
8f8e90ad6ad08fc9.jpg,scab,0,1,0,0,0,0
b45ec2b6c5c10fc3.jpg,healthy,1,0,0,0,0,0
cc8b33b424376dd4.jpg,healthy,1,0,0,0,0,0
ad6c1c9eb6af2242.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f53997d34c8e302c.jpg,healthy,1,0,0,0,0,0
d2fd3da924f40259.jpg,scab,0,1,0,0,0,0
c76328952d9e7d90.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
fff020893e070f27.jpg,healthy,1,0,0,0,0,0
aa19152955afc1ed.jpg,rust,0,0,0,1,0,0
9dfc3532f494c0cc.jpg,powdery_mildew,0,0,0,0,1,0
95b67eca9af82061.jpg,scab,0,1,0,0,0,0
bf31e48d99690d68.jpg,rust,0,0,0,1,0,0
988a299aa36db6e5.jpg,scab,0,1,0,0,0,0
a422f6f6f12b4169.jpg,complex,0,0,0,0,0,1
9cef6060e8f464f2.jpg,scab,0,1,0,0,0,0
ea94c3c189471fae.jpg,rust frog_eye_leaf_spot,0,0,1,1,0,0
802f4bbd295063fe.jpg,scab,0,1,0,0,0,0
dab12ed9c1ce0ce1.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
aa878f9ed8a91351.jpg,scab,0,1,0,0,0,0
f84ff4fcd3c06081.jpg,scab,0,1,0,0,0,0
95949e03e9653976.jpg,healthy,1,0,0,0,0,0
a8a2cd76a71e2798.jpg,scab,0,1,0,0,0,0
e1e887b508f3326d.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
e76ad6e5951d3081.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
8a95fd2d84553355.jpg,scab,0,1,0,0,0,0
a445de268e524efa.jpg,scab,0,1,0,0,0,0
fdb6c0c9c5c21e07.jpg,scab,0,1,0,0,0,0
f285d3306bb2cdc8.jpg,complex,0,0,0,0,0,1
a4a6c0fc4f983ea3.jpg,healthy,1,0,0,0,0,0
ae74c694c3c847bc.jpg,scab,0,1,0,0,0,0
c03ec9c12c87377e.jpg,healthy,1,0,0,0,0,0
a70dc3de3264e83a.jpg,rust,0,0,0,1,0,0
fa11c22147def38a.jpg,powdery_mildew,0,0,0,0,1,0
c5c606c3cfe3e2e0.jpg,scab,0,1,0,0,0,0
ab919c8f84cbcd1c.jpg,healthy,1,0,0,0,0,0
c0cf64c73e233333.jpg,healthy,1,0,0,0,0,0
bf892e62a0a3b09f.jpg,rust,0,0,0,1,0,0
c8f8d4b87ad02747.jpg,healthy,1,0,0,0,0,0
c5e23f973c3530b0.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c0b00f5bf19cb1ce.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c2f6b6d0cad22a2b.jpg,scab,0,1,0,0,0,0
cef336193683ac38.jpg,healthy,1,0,0,0,0,0
c3c0fc1566b09cf9.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
e7dbd265ca248e90.jpg,rust,0,0,0,1,0,0
ad48ce1e6ad670e4.jpg,rust,0,0,0,1,0,0
ea8c976e11670c67.jpg,scab,0,1,0,0,0,0
eaab85159c339c17.jpg,scab,0,1,0,0,0,0
e4ca9593aa4deb09.jpg,rust complex,0,0,0,1,0,1
cf9374cc7a0c6e0c.jpg,complex,0,0,0,0,0,1
f56cc3c27e0f3230.jpg,scab,0,1,0,0,0,0
a8a894d7daf46d21.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
84acd56eeda13c8a.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
e5105617be70a579.jpg,complex,0,0,0,0,0,1
dba1a0c1dfd8caa2.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
911ae345db29792d.jpg,healthy,1,0,0,0,0,0
d0e6358569cd6b58.jpg,scab,0,1,0,0,0,0
bba930c7db0829b6.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
ab9f4404197765e3.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f9e88fec002472eb.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
b3bdc27aaae0bc04.jpg,scab,0,1,0,0,0,0
cd9698463a3df270.jpg,complex,0,0,0,0,0,1
f5b1809b4c867c6e.jpg,healthy,1,0,0,0,0,0
c308eb5ecba4d28e.jpg,complex,0,0,0,0,0,1
a0b0b291413fe5bf.jpg,healthy,1,0,0,0,0,0
baf0d7c0ca1fdd00.jpg,complex,0,0,0,0,0,1
a8d5f0d0c11fc89f.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f82d8e95389ab269.jpg,healthy,1,0,0,0,0,0
b788c7f41a1d2572.jpg,rust,0,0,0,1,0,0
f2eab09887e4c6e4.jpg,healthy,1,0,0,0,0,0
fa9093959bab2057.jpg,powdery_mildew,0,0,0,0,1,0
f5788bfd301ea20a.jpg,healthy,1,0,0,0,0,0
e8d1c1c8cb887cfc.jpg,complex,0,0,0,0,0,1
f0f063c107fdc217.jpg,scab,0,1,0,0,0,0
be2dc4c1a17a0b3b.jpg,healthy,1,0,0,0,0,0
b89bc39e30e3295a.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
fd87803e89c11f47.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f6e5ca09b1a4d326.jpg,powdery_mildew,0,0,0,0,1,0
e5fc0ba8414f2b95.jpg,scab,0,1,0,0,0,0
c07457f0da80dbd6.jpg,scab,0,1,0,0,0,0
a15597e8d8b0399e.jpg,healthy,1,0,0,0,0,0
b696ae68d82b550d.jpg,scab frog_eye_leaf_spot complex,0,1,1,0,0,1
d5cea09688d65db2.jpg,complex,0,0,0,0,0,1
cc85f50c7f18d68c.jpg,healthy,1,0,0,0,0,0
e6d0cadc928cf90b.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
eac0dd838916ce7c.jpg,healthy,1,0,0,0,0,0
fcf6228a692ee055.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c1fa2e8ab2d53a0e.jpg,healthy,1,0,0,0,0,0
edd0cf5d2526d0c8.jpg,powdery_mildew,0,0,0,0,1,0
a8ab965f868fc44c.jpg,healthy,1,0,0,0,0,0
887fb436da68c929.jpg,complex,0,0,0,0,0,1
f49f808296935b1f.jpg,healthy,1,0,0,0,0,0
aad7b55ad1482d45.jpg,scab,0,1,0,0,0,0
cbd5861fb490338e.jpg,powdery_mildew,0,0,0,0,1,0
f03d0f01a8f4d23f.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a4f6f0e81fe0cb0c.jpg,scab,0,1,0,0,0,0
a880db976aae7a54.jpg,complex,0,0,0,0,0,1
cbc96e1750a613bc.jpg,complex,0,0,0,0,0,1
d2e43d92e0ef8661.jpg,scab,0,1,0,0,0,0
a5f5431e3a64254f.jpg,powdery_mildew,0,0,0,0,1,0
b61b84efce0e8742.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9f047ac44a6a1f6d.jpg,healthy,1,0,0,0,0,0
f781e82697b60273.jpg,scab frog_eye_leaf_spot complex,0,1,1,0,0,1
a5de927a7b41085e.jpg,healthy,1,0,0,0,0,0
dec3c09b9689b22d.jpg,scab,0,1,0,0,0,0
be6aca716c956a42.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c5a5a5e1a083fad3.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
eff706e8118a50f8.jpg,rust,0,0,0,1,0,0
f230939f0d78bc25.jpg,complex,0,0,0,0,0,1
b2939a3e4a6363a9.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
ece68eb9709b2382.jpg,complex,0,0,0,0,0,1
ffd490cbe0e01e19.jpg,scab,0,1,0,0,0,0
906bb5025ab54fb9.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
8722c2d61db5eea8.jpg,healthy,1,0,0,0,0,0
a1e0d3cb7854551f.jpg,scab,0,1,0,0,0,0
b2b2364c3966c7d8.jpg,powdery_mildew,0,0,0,0,1,0
9083c8c2ef68feb1.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a05b542d5fd3d8c8.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
b6bc93de64578888.jpg,complex,0,0,0,0,0,1
e8d7cde0de400277.jpg,healthy,1,0,0,0,0,0
bd87b8ecc087c02f.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
aab895f9c2d26ac2.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9db072e315821ebd.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
9bb3c4850ccf3e64.jpg,complex,0,0,0,0,0,1
852979c129dde25d.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9ca496ca2f4aa5e5.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
bf2dc0f2bdc2a016.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
bfe0c39e9c396007.jpg,complex,0,0,0,0,0,1
b06ac9914e4eb877.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
fa90c6c31fde210b.jpg,healthy,1,0,0,0,0,0
8b5295986c998bf9.jpg,healthy,1,0,0,0,0,0
eea5c057c20ec69e.jpg,healthy,1,0,0,0,0,0
b5b10b6efe260568.jpg,scab,0,1,0,0,0,0
b7b2569d230b4b64.jpg,healthy,1,0,0,0,0,0
c7173c3e39703970.jpg,scab,0,1,0,0,0,0
916dc15d609b3aae.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
85de25981e4b33d6.jpg,powdery_mildew,0,0,0,0,1,0
eaa6e1d4833c13cd.jpg,scab,0,1,0,0,0,0
91f6c89ade1cd60a.jpg,rust,0,0,0,1,0,0
c1ca6b789e0cdb34.jpg,scab,0,1,0,0,0,0
c66cfeb8e3438d02.jpg,powdery_mildew,0,0,0,0,1,0
cd923067c89a9fb1.jpg,scab,0,1,0,0,0,0
a55a9ee1ca0f81b6.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
d73fd380c5c3e0c8.jpg,scab,0,1,0,0,0,0
c13e7e62d79b1181.jpg,scab,0,1,0,0,0,0
af9fc64870757310.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
af0392f11be30d8b.jpg,scab,0,1,0,0,0,0
8df169db55133521.jpg,scab,0,1,0,0,0,0
b478c9852472fb93.jpg,rust,0,0,0,1,0,0
f4e5cd3c3071c3c8.jpg,complex,0,0,0,0,0,1
f8441300fefbf229.jpg,healthy,1,0,0,0,0,0
ff00e6605ec75887.jpg,healthy,1,0,0,0,0,0
966e8204e3be42bf.jpg,scab,0,1,0,0,0,0
a787377fec4040b8.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
8bf87605d2b3a323.jpg,healthy,1,0,0,0,0,0
808c7cabba2f9572.jpg,rust,0,0,0,1,0,0
f6b6cd25c03d2964.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
987934e3c4b5bca4.jpg,scab,0,1,0,0,0,0
aabd55a091d72d83.jpg,healthy,1,0,0,0,0,0
faa0c04787bfe6c0.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
a553050d73ecf926.jpg,healthy,1,0,0,0,0,0
fc9cc939396360c5.jpg,healthy,1,0,0,0,0,0
e094d0110ff5bef2.jpg,complex,0,0,0,0,0,1
f320cb9995fc0a74.jpg,healthy,1,0,0,0,0,0
df8262379b782c26.jpg,healthy,1,0,0,0,0,0
a916d36c4b0b6d4b.jpg,scab,0,1,0,0,0,0
bcb2c0d28ecb8d87.jpg,scab,0,1,0,0,0,0
cf7831a6a75425aa.jpg,powdery_mildew,0,0,0,0,1,0
ace2bf9ee3990211.jpg,healthy,1,0,0,0,0,0
bd9dc6b8ca2176a0.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
c5e78f8ce0d84743.jpg,healthy,1,0,0,0,0,0
94c86f554fbe6901.jpg,complex,0,0,0,0,0,1
e88fdd1171351ce8.jpg,healthy,1,0,0,0,0,0
86f977df90306ac0.jpg,rust,0,0,0,1,0,0
e733cc3cdca143c1.jpg,scab,0,1,0,0,0,0
d51782721d9f1c9a.jpg,healthy,1,0,0,0,0,0
a8b11628f78a8adf.jpg,rust,0,0,0,1,0,0
f9744a99d62330b5.jpg,scab,0,1,0,0,0,0
c8fc3a6a45273754.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
959f89e2363581c7.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
b48ad0d5e9a8dad2.jpg,healthy,1,0,0,0,0,0
9049decd9589af52.jpg,rust frog_eye_leaf_spot,0,0,1,1,0,0
c0c8cbbd163772d4.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
b5f41ab450556f0d.jpg,scab,0,1,0,0,0,0
df282dfbd3112944.jpg,rust,0,0,0,1,0,0
ffb93afc2a5e0200.jpg,rust,0,0,0,1,0,0
c8d15fc06f6c0774.jpg,complex,0,0,0,0,0,1
a0a7c619796537ca.jpg,healthy,1,0,0,0,0,0
a0cc831f1f3027fb.jpg,healthy,1,0,0,0,0,0
8abacb9cc20ec997.jpg,rust,0,0,0,1,0,0
bb2bd707a7805585.jpg,scab,0,1,0,0,0,0
be84c0cfc85bde0c.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
de6c448e38d3961e.jpg,healthy,1,0,0,0,0,0
885738a643da6b5b.jpg,healthy,1,0,0,0,0,0
a956c2bc9c9a32f1.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
fcf0ca170ff00c2b.jpg,healthy,1,0,0,0,0,0
dbf601a5c18c27e9.jpg,powdery_mildew,0,0,0,0,1,0
ad9a57c5b087a654.jpg,powdery_mildew,0,0,0,0,1,0
d776e98b84190eb8.jpg,scab,0,1,0,0,0,0
d56fd3558906c938.jpg,scab frog_eye_leaf_spot complex,0,1,1,0,0,1
d096b3919d919da3.jpg,scab,0,1,0,0,0,0
b1e48dee448acf1a.jpg,complex,0,0,0,0,0,1
bd2292966be8652d.jpg,scab,0,1,0,0,0,0
90be392de8de9330.jpg,powdery_mildew,0,0,0,0,1,0
f661c7c22d8e78b0.jpg,healthy,1,0,0,0,0,0
e92795c07acf6087.jpg,complex,0,0,0,0,0,1
d48d5adbbc29c390.jpg,powdery_mildew,0,0,0,0,1,0
e517bc1ec0b80dae.jpg,healthy,1,0,0,0,0,0
f7844bc3ac4bc83c.jpg,rust,0,0,0,1,0,0
aef1c2828f5d3a64.jpg,healthy,1,0,0,0,0,0
8d5032d4cc1e3e5f.jpg,complex,0,0,0,0,0,1
eb8100abfd56157c.jpg,healthy,1,0,0,0,0,0
d431d8f3388071fd.jpg,scab,0,1,0,0,0,0
cb87c7c3b6b10d88.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
90f4c7c7cf989891.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
af3992496a7eb112.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
e7d6cbd2d0c0a68c.jpg,scab,0,1,0,0,0,0
a2e43784d2cf17c6.jpg,scab frog_eye_leaf_spot complex,0,1,1,0,0,1
f48bbf6d05545298.jpg,healthy,1,0,0,0,0,0
bf3dc7309a233047.jpg,scab,0,1,0,0,0,0
b4f35ba148abb512.jpg,healthy,1,0,0,0,0,0
c8e373317ae003dd.jpg,complex,0,0,0,0,0,1
a0c7942e92ff4b38.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
bf92d1194a29ae5a.jpg,powdery_mildew,0,0,0,0,1,0
fc2797f5428ba121.jpg,scab,0,1,0,0,0,0
ff055a60adc230cf.jpg,scab,0,1,0,0,0,0
ad8d3d4a9cacf250.jpg,scab,0,1,0,0,0,0
f812c24b56c623fd.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
cbd760086775e331.jpg,rust,0,0,0,1,0,0
c8e1e2b594fae162.jpg,healthy,1,0,0,0,0,0
b68417a69acc9b9c.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
b7c302cb4551b9c7.jpg,rust,0,0,0,1,0,0
aacbb4e0c8b341e7.jpg,scab,0,1,0,0,0,0
e9329ccd838daec4.jpg,rust,0,0,0,1,0,0
80230a9a3f7a9f6b.jpg,scab,0,1,0,0,0,0
b4b89f782de0644b.jpg,scab,0,1,0,0,0,0
bef892789cf11e01.jpg,rust,0,0,0,1,0,0
c1237e9c7ad6a48a.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
d49c30f31fa12f68.jpg,scab,0,1,0,0,0,0
a0b68cdb94dd8356.jpg,rust,0,0,0,1,0,0
a9c3c6a5c9a6ddc0.jpg,healthy,1,0,0,0,0,0
dd3b0a638c787316.jpg,rust,0,0,0,1,0,0
f5d2bde62d41b204.jpg,rust,0,0,0,1,0,0
b46a95724da1566d.jpg,healthy,1,0,0,0,0,0
bd01b9a3e0d0665f.jpg,scab,0,1,0,0,0,0
eb9ddc6448c5cc23.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
81fe17903fb26495.jpg,scab,0,1,0,0,0,0
dcfc3c9e3a1b08c1.jpg,scab,0,1,0,0,0,0
f078a3f187c18ba9.jpg,healthy,1,0,0,0,0,0
d1cdcb9a1b330b4a.jpg,scab frog_eye_leaf_spot complex,0,1,1,0,0,1
aa5af55fd8d52003.jpg,healthy,1,0,0,0,0,0
f40bc33c1ce6703b.jpg,complex,0,0,0,0,0,1
ea775f42f0f86018.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
aafc90159b33cf09.jpg,scab,0,1,0,0,0,0
ea2ac700fe30785f.jpg,healthy,1,0,0,0,0,0
afbdd08d53842995.jpg,rust frog_eye_leaf_spot,0,0,1,1,0,0
d4abc87be807f106.jpg,healthy,1,0,0,0,0,0
97c0d31d3c343b36.jpg,healthy,1,0,0,0,0,0
957669b26a51b649.jpg,scab,0,1,0,0,0,0
b0f9c780a4987fd4.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
abfc3434959545ac.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
9896e006e936fe8b.jpg,rust,0,0,0,1,0,0
fc3c93c923967303.jpg,rust,0,0,0,1,0,0
db9bc3e6711a2c30.jpg,healthy,1,0,0,0,0,0
d9d2a5cda521361b.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
ed993d2a7418a3c3.jpg,powdery_mildew complex,0,0,0,0,1,1
b1d887522ebe3a1a.jpg,scab,0,1,0,0,0,0
edfc83c0c622705f.jpg,healthy,1,0,0,0,0,0
af72d2854aae750c.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
c7616f317c793c20.jpg,healthy,1,0,0,0,0,0
f6709c2f03f458cc.jpg,scab,0,1,0,0,0,0
e8a58ad4d9829f33.jpg,complex,0,0,0,0,0,1
fcb555c48d4d4e42.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f049d452ae92653f.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
bca034d5c90f837d.jpg,complex,0,0,0,0,0,1
a4b59ac30bbd2c9a.jpg,frog_eye_leaf_spot complex,0,0,1,0,0,1
86719431e3db5635.jpg,healthy,1,0,0,0,0,0
9a5936a247bc49e9.jpg,scab,0,1,0,0,0,0
e1c9978286961be7.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
b4a4b2a29b6b493d.jpg,complex,0,0,0,0,0,1
ca829db8885575db.jpg,scab,0,1,0,0,0,0
c87cd4fc3f4a2063.jpg,complex,0,0,0,0,0,1
a59cd268c9e14fc3.jpg,scab,0,1,0,0,0,0
ebd39838c105b6dc.jpg,scab,0,1,0,0,0,0
8ab971e3b4169656.jpg,scab,0,1,0,0,0,0
c0377614f870c35f.jpg,healthy,1,0,0,0,0,0
f2f6d15e406961e1.jpg,scab,0,1,0,0,0,0
ad6eda34fca230c1.jpg,healthy,1,0,0,0,0,0
e8f64e993563b610.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
923fd2cb9b0c6c61.jpg,powdery_mildew,0,0,0,0,1,0
a0455f1334e5dec6.jpg,complex,0,0,0,0,0,1
ba0b8ffc9e4c8407.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
eb2591d0daeb8853.jpg,scab,0,1,0,0,0,0
ca18dd7adc22cc8e.jpg,healthy,1,0,0,0,0,0
d9b6f5d3987c0428.jpg,rust,0,0,0,1,0,0
b67f48c0de99682c.jpg,rust,0,0,0,1,0,0
913fc3629da26e83.jpg,scab,0,1,0,0,0,0
95aa53c32965a0ef.jpg,healthy,1,0,0,0,0,0
81a1ca9c95b9d9d9.jpg,complex,0,0,0,0,0,1
d76287fb8d688d08.jpg,scab,0,1,0,0,0,0
9c7b9cab54be6900.jpg,scab,0,1,0,0,0,0
dcc09f6a1ba7660a.jpg,complex,0,0,0,0,0,1
e145d626af231675.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
fa9b67c59a0468b8.jpg,scab,0,1,0,0,0,0
fe31965acb41e1c4.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
f49694c18f49c9ab.jpg,rust,0,0,0,1,0,0
c0ff844a0f7b5a16.jpg,scab frog_eye_leaf_spot,0,1,1,0,0,0
e17aa7261ccf0457.jpg,scab,0,1,0,0,0,0
fc01c2dc8fa99de0.jpg,scab,0,1,0,0,0,0
eea2e669a39c2172.jpg,powdery_mildew,0,0,0,0,1,0
eade84814f0f4c2f.jpg,scab,0,1,0,0,0,0
b4a543d6564c987e.jpg,scab,0,1,0,0,0,0
82d374898fc57d70.jpg,scab,0,1,0,0,0,0
b405d5928fd89b4d.jpg,scab,0,1,0,0,0,0
f48d3c9fcae15442.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
da44867e8f1e4768.jpg,healthy,1,0,0,0,0,0
b2d3eb803c65b625.jpg,healthy,1,0,0,0,0,0
a1a5c4c5fa4755ca.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9016475c31734fdb.jpg,complex,0,0,0,0,0,1
a5c0b7d65aba6912.jpg,complex,0,0,0,0,0,1
e2c0375b9a6bb861.jpg,scab,0,1,0,0,0,0
973896b94ba864c7.jpg,healthy,1,0,0,0,0,0
aab3d2b598d2e858.jpg,rust,0,0,0,1,0,0
9896e68da7e59524.jpg,powdery_mildew,0,0,0,0,1,0
c0bec6c0d6c2d8cf.jpg,rust,0,0,0,1,0,0
a9bbf5c7c3c1088c.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
85e269f2ca36761c.jpg,powdery_mildew,0,0,0,0,1,0
a9b116c36b47e307.jpg,complex,0,0,0,0,0,1
b77cd640ea1ae381.jpg,scab,0,1,0,0,0,0
e8634aebc307b91c.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f1b8c3e01b475ccc.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
e59398e692385fb0.jpg,complex,0,0,0,0,0,1
c28f1df09d656c0d.jpg,scab,0,1,0,0,0,0
a2950ffaa850afaa.jpg,rust,0,0,0,1,0,0
e9860391f7310d3f.jpg,scab,0,1,0,0,0,0
a8a8d086af9f4f1a.jpg,healthy,1,0,0,0,0,0
d1617b96cbe49930.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
d0850f9eddc99a94.jpg,rust,0,0,0,1,0,0
b0f4c0c96111ef9f.jpg,complex,0,0,0,0,0,1
c1b3a11c7c6d9e0e.jpg,powdery_mildew,0,0,0,0,1,0
afc035817c09cfab.jpg,complex,0,0,0,0,0,1
aa8794dec486e5b2.jpg,healthy,1,0,0,0,0,0
fe1e86149fe1310d.jpg,healthy,1,0,0,0,0,0
9dd64b5c55649e88.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
94dbce4347a0b659.jpg,rust,0,0,0,1,0,0
e5ac9c05f197471a.jpg,healthy,1,0,0,0,0,0
b0c7d3440cff909b.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
d0f2e29556b93c4c.jpg,scab,0,1,0,0,0,0
a08dd6bc7a126177.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
bfd64081a4fd9d24.jpg,rust,0,0,0,1,0,0
f9701987715ed505.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
e668d51407be67c2.jpg,healthy,1,0,0,0,0,0
b09590f59b031d7d.jpg,scab,0,1,0,0,0,0
c063389fe156b71a.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
baf03ec9b435b016.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
9e0ba1619bdf4943.jpg,powdery_mildew,0,0,0,0,1,0
a48983ba4f902ff9.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
87c6b5aaf1a65286.jpg,healthy,1,0,0,0,0,0
e8bd828f4d4a56f0.jpg,healthy,1,0,0,0,0,0
a1b09b202df768de.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f8728b50abd58f50.jpg,scab,0,1,0,0,0,0
a1bcd3f88599ab82.jpg,healthy,1,0,0,0,0,0
bc878e621e1326f9.jpg,scab,0,1,0,0,0,0
aaa5f416b09c5b1b.jpg,frog_eye_leaf_spot,0,0,1,0,0,0
f03f86f1d82709cc.jpg,rust,0,0,0,1,0,0
9c968ac989ed332e.jpg,complex,0,0,0,0,0,1
a59a5a949bead191.jpg,healthy,1,0,0,0,0,0
